1;cây atm gần tôi;;;
hả;O;O;O;O
b?;O;O;O;O
;;;;
4740;Cho em hỏi có thể khóa thẻ visa debit trực tuyến không ạ?;;;
[INTENT];cards_lock;O;O;O
Cho;O;O;O;O
em;O;O;O;O
hỏi;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
trực;O;O;O;O
tuyến;O;O;O;O
không;O;O;O;O
ạ?;O;O;O;O
;;;;
4741;Admin ơi mình bị mất thẻ debit visa rồi bạn giúp mình báo lên bộ phận liên quan để khóa thẻ cho mình nhé;;;
[INTENT];cards_lock;O;O;O
Admin;O;O;O;O
ơi;O;O;O;O
mình;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
debit;O;O;O;O
visa;O;O;O;O
rồi;O;O;O;O
bạn;O;O;O;O
giúp;O;O;O;O
mình;O;O;O;O
báo;O;O;O;O
lên;O;O;O;O
bộ;O;O;O;O
phận;O;O;O;O
liên;O;O;O;O
quan;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
cho;O;O;O;O
mình;O;O;O;O
nhé;O;O;O;O
;;;;
4742;Khóa thẻ visa cashfree có cần đến ngân hàng k?;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
cashfree;O;O;O;O
có;O;O;O;O
cần;O;O;O;O
đến;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
k?;O;O;O;O
;;;;
4743;Thủ tục khóa thẻ visa debit gồm những j?;;;
[INTENT];cards_lock;O;O;O
Thủ;O;O;O;O
tục;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
gồm;O;O;O;O
những;O;O;O;O
j?;O;O;O;O
;;;;
4744;Thao tác khóa thẻ visa debit trên ebank ntn v ad?;;;
[INTENT];cards_lock;O;O;O
Thao;O;O;O;O
tác;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
trên;O;O;O;O
ebank;O;O;O;O
ntn;O;O;O;O
v;O;O;O;O
ad?;O;O;O;O
;;;;
4745;Thủ tục khóa thẻ tín dụng của TPB;;;
[INTENT];cards_lock;O;O;O
Thủ;O;O;O;O
tục;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
TPB;O;O;O;O
;;;;
4746;làm sao để khóa thẻ trên eBank?;;;
[INTENT];cards_lock;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
trên;O;O;O;O
eBank?;O;O;O;O
;;;;
4747;Chỉ m cách khóa credit card nhé!;;;
[INTENT];cards_lock;O;O;O
Chỉ;O;O;O;O
m;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
credit;O;O;O;O
card;O;O;O;O
nhé!;O;O;O;O
;;;;
4748;Chỉ t cách khóa thẻ tín dụng của ngân hàng Tiên Phong vs!;;;
[INTENT];cards_lock;O;O;O
Chỉ;O;O;O;O
t;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
Tiên;O;O;O;O
Phong;O;O;O;O
vs!;O;O;O;O
;;;;
4749;Em ơi chị không dùng eBank thì muốn khóa thẻ ghi nợ visa sao đây hả em?;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
ơi;O;O;O;O
chị;O;O;O;O
không;O;O;O;O
dùng;O;O;O;O
eBank;O;O;O;O
thì;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
sao;O;O;O;O
đây;O;O;O;O
hả;O;O;O;O
em?;O;O;O;O
;;;;
4750;Nếu c muốn khóa thẻ ghi nợ visa thì có cần phải ra TPB k e?;;;
[INTENT];cards_lock;O;O;O
Nếu;O;O;O;O
c;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
cần;O;O;O;O
phải;O;O;O;O
ra;O;O;O;O
TPB;O;O;O;O
k;O;O;O;O
e?;O;O;O;O
;;;;
4751;Xin tư vấn của NH về cách khóa thẻ tín dụng;;;
[INTENT];cards_lock;O;O;O
Xin;O;O;O;O
tư;O;O;O;O
vấn;O;O;O;O
của;O;O;O;O
NH;O;O;O;O
về;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
;;;;
4752;cần khoa the ngay lap tuc;;;
[INTENT];cards_lock;O;O;O
cần;O;O;O;O
khoa;O;O;O;O
the;O;O;O;O
ngay;O;O;O;O
lap;O;O;O;O
tuc;O;O;O;O
;;;;
4753;M k muốn dùng thẻ ATM nữa thì m khóa lại có đc k hả b?;;;
[INTENT];cards_lock;O;O;O
M;O;O;O;O
k;O;O;O;O
muốn;O;O;O;O
dùng;O;O;O;O
thẻ;O;O;O;O
ATM;O;O;O;O
nữa;O;O;O;O
thì;O;O;O;O
m;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
có;O;O;O;O
đc;O;O;O;O
k;O;O;O;O
hả;O;O;O;O
b?;O;O;O;O
;;;;
4754;Chỉ cho tôi cách khóa thẻ trên digibank;;;
[INTENT];cards_lock;O;O;O
Chỉ;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
trên;O;O;O;O
digibank;O;O;O;O
;;;;
4755;Chỉ t cách khóa thẻ tín dụng của ngân hàng vs!;;;
[INTENT];cards_lock;O;O;O
Chỉ;O;O;O;O
t;O;O;O;O
cách;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
vs!;O;O;O;O
;;;;
4756;Tôi đang bị mất thẻ tín dụng cần khóa gấp;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
đang;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
gấp;O;O;O;O
;;;;
4757;khóa hộ mình cái thẻ ghi nợ quốc tế với nhé,;;;
[INTENT];cards_lock;O;O;O
khóa;O;O;O;O
hộ;O;O;O;O
mình;O;O;O;O
cái;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
quốc;O;O;O;O
tế;O;O;O;O
với;O;O;O;O
nhé,;O;O;O;O
;;;;
4758;Có khóa thẻ tdqt trên ứng dụng điện thoại luôn được ko?;;;
[INTENT];cards_lock;O;O;O
Có;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tdqt;O;O;O;O
trên;O;O;O;O
ứng;O;O;O;O
dụng;O;O;O;O
điện;O;O;O;O
thoại;O;O;O;O
luôn;O;O;O;O
được;O;O;O;O
ko?;O;O;O;O
;;;;
4759;Thẻ của anh bị nuốt thì có phải làm lại thẻ không;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
của;O;O;O;O
anh;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
lại;O;O;O;O
thẻ;O;O;O;O
không;O;O;O;O
;;;;
4760;Thẻ anh bị nuốt thì nhận lại thẻ ở đâu, khi nào;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
anh;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
thì;O;O;O;O
nhận;O;O;O;O
lại;O;O;O;O
thẻ;O;O;O;O
ở;O;O;O;O
đâu,;O;O;O;O
khi;O;O;O;O
nào;O;O;O;O
;;;;
4761;Tôi muốn khóa thẻ qua tin nhắn có được không?;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
qua;O;O;O;O
tin;O;O;O;O
nhắn;O;O;O;O
có;O;O;O;O
được;O;O;O;O
không?;O;O;O;O
;;;;
4762;T muốn lock thẻ tín dụng của mình;;;
[INTENT];cards_lock;O;O;O
T;O;O;O;O
muốn;O;O;O;O
lock;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
;;;;
4763;Máy ATM bị mất điện và khởi động lại, thẻ của tôi vẫn nằm trong máy chưa trả ra;;;
[INTENT];cards_lock;O;O;O
Máy;O;O;O;O
ATM;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
điện;O;O;O;O
và;O;O;O;O
khởi;O;O;O;O
động;O;O;O;O
lại,;O;O;O;O
thẻ;O;O;O;O
của;O;O;O;O
tôi;O;O;O;O
vẫn;O;O;O;O
nằm;O;O;O;O
trong;O;O;O;O
máy;O;O;O;O
chưa;O;O;O;O
trả;O;O;O;O
ra;O;O;O;O
;;;;
4764;Thủ tục khóa thẻ visa debit gồm những j?;;;
[INTENT];cards_lock;O;O;O
Thủ;O;O;O;O
tục;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
gồm;O;O;O;O
những;O;O;O;O
j?;O;O;O;O
;;;;
4765;Em ơi thẻ của anh chi tiêu mà báo bị khóa;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
ơi;O;O;O;O
thẻ;O;O;O;O
của;O;O;O;O
anh;O;O;O;O
chi;O;O;O;O
tiêu;O;O;O;O
mà;O;O;O;O
báo;O;O;O;O
bị;O;O;O;O
khóa;O;O;O;O
;;;;
4766;cách inactive thể visa?;;;
[INTENT];cards_lock;O;O;O
cách;O;O;O;O
inactive;O;O;O;O
thể;O;O;O;O
visa?;O;O;O;O
;;;;
4767;Khi phát hiện thẻ bị mất, hoặc bị đánh cắp, Khách hàng nên làm gì?;;;
[INTENT];cards_lock;O;O;O
Khi;O;O;O;O
phát;O;O;O;O
hiện;O;O;O;O
thẻ;O;O;O;O
bị;O;O;O;O
mất,;O;O;O;O
hoặc;O;O;O;O
bị;O;O;O;O
đánh;O;O;O;O
cắp,;O;O;O;O
Khách;O;O;O;O
hàng;O;O;O;O
nên;O;O;O;O
làm;O;O;O;O
gì?;O;O;O;O
;;;;
4768;Em ơi chị không dùng digibank thì muốn khóa thẻ ghi nợ nội địa sao đây hả em?;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
ơi;O;O;O;O
chị;O;O;O;O
không;O;O;O;O
dùng;O;O;O;O
digibank;O;O;O;O
thì;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
nội;O;O;O;O
địa;O;O;O;O
sao;O;O;O;O
đây;O;O;O;O
hả;O;O;O;O
em?;O;O;O;O
;;;;
4769;Tôi bị mất thẻ muốn khóa thẻ phải làm sao;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
4770;Tôi muốn khóa chi tiêu online của thẻ tín dụng thì phải làm sao?;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
chi;O;O;O;O
tiêu;O;O;O;O
online;O;O;O;O
của;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao?;O;O;O;O
;;;;
4771;Bạn có thể giúp mình khóa thẻ atm được không ?;;;
[INTENT];cards_lock;O;O;O
Bạn;O;O;O;O
có;O;O;O;O
thể;O;O;O;O
giúp;O;O;O;O
mình;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
atm;O;O;O;O
được;O;O;O;O
không;O;O;O;O
?;O;O;O;O
;;;;
4772;Em bị mất ví và mất thẻ ngân hàng;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
ví;O;O;O;O
và;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
;;;;
4773;Anh/ chị bị mất thẻ và muốn khóa thẻ.;;;
[INTENT];cards_lock;O;O;O
Anh/;O;O;O;O
chị;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
và;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ.;O;O;O;O
;;;;
4774;Bên mình sđt hỗ trợ khóa thẻ ghi nợ visa cashfee ntn v?;;;
[INTENT];cards_lock;O;O;O
Bên;O;O;O;O
mình;O;O;O;O
sđt;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
cashfee;O;O;O;O
ntn;O;O;O;O
v?;O;O;O;O
;;;;
4775;khi mất thẻ tôi cần làm gì;;;
[INTENT];cards_lock;O;O;O
khi;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
tôi;O;O;O;O
cần;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
;;;;
4776;làm sao để khóa thẻ trên digibank?;;;
[INTENT];cards_lock;O;O;O
làm;O;O;O;O
sao;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
trên;O;O;O;O
digibank?;O;O;O;O
;;;;
4777;Thẻ đồng thương hiệu của mình bị nuốt rồi mình muốn khóa thẻ;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
đồng;O;O;O;O
thương;O;O;O;O
hiệu;O;O;O;O
của;O;O;O;O
mình;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
rồi;O;O;O;O
mình;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4778;Tôi bị mất thẻ thì làm thế nào;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ;O;O;O;O
thì;O;O;O;O
làm;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
4779;Thẻ của tôi bị nuốt trên ATM VCB, để nhận lại thẻ tôi cần liên hệ VCB ở đâu?;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
của;O;O;O;O
tôi;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
trên;O;O;O;O
ATM;O;O;O;O
VCB,;O;O;O;O
để;O;O;O;O
nhận;O;O;O;O
lại;O;O;O;O
thẻ;O;O;O;O
tôi;O;O;O;O
cần;O;O;O;O
liên;O;O;O;O
hệ;O;O;O;O
VCB;O;O;O;O
ở;O;O;O;O
đâu?;O;O;O;O
;;;;
4780;Thủ tục khóa thẻ tín dụng của VCB;;;
[INTENT];cards_lock;O;O;O
Thủ;O;O;O;O
tục;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
VCB;O;O;O;O
;;;;
4781;cần khóa thẻ ngay bây giờ;;;
[INTENT];cards_lock;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ngay;O;O;O;O
bây;O;O;O;O
giờ;O;O;O;O
;;;;
4782;Tôi có cung cấp số thẻ cho người khác có cần khóa lại không;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
có;O;O;O;O
cung;O;O;O;O
cấp;O;O;O;O
số;O;O;O;O
thẻ;O;O;O;O
cho;O;O;O;O
người;O;O;O;O
khác;O;O;O;O
có;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
lại;O;O;O;O
không;O;O;O;O
;;;;
4783;lam sao khóa Thẻ Connect24;;;
[INTENT];cards_lock;O;O;O
lam;O;O;O;O
sao;O;O;O;O
khóa;O;O;O;O
Thẻ;O;O;O;O
Connect24;O;O;O;O
;;;;
4784;Anh ơi, em vừa bị mất trộm thẻ, em muốn khóa thẻ thì phải làm sao anh?;;;
[INTENT];cards_lock;O;O;O
Anh;O;O;O;O
ơi,;O;O;O;O
em;O;O;O;O
vừa;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
trộm;O;O;O;O
thẻ,;O;O;O;O
em;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
anh?;O;O;O;O
;;;;
4785;Hãy khóa thẻ tín dụng cho tôi;;;
[INTENT];cards_lock;O;O;O
Hãy;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
cho;O;O;O;O
tôi;O;O;O;O
;;;;
4786;rút tiền tại ATM của ngân hàng XYZ nhưng máy báo lỗi và không trả thẻ, bây giờ tôi phải liên hệ ai;;;
[INTENT];cards_lock;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
tại;O;O;O;O
ATM;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
XYZ;O;O;O;O
nhưng;O;O;O;O
máy;O;O;O;O
báo;O;O;O;O
lỗi;O;O;O;O
và;O;O;O;O
không;O;O;O;O
trả;O;O;O;O
thẻ,;O;O;O;O
bây;O;O;O;O
giờ;O;O;O;O
tôi;O;O;O;O
phải;O;O;O;O
liên;O;O;O;O
hệ;O;O;O;O
ai;O;O;O;O
;;;;
4787;tôi đánh rơi thẻ;;;
[INTENT];cards_lock;O;O;O
tôi;O;O;O;O
đánh;O;O;O;O
rơi;O;O;O;O
thẻ;O;O;O;O
;;;;
4788;tôi muốn khóa Thẻ ATM;;;
[INTENT];cards_lock;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
Thẻ;O;O;O;O
ATM;O;O;O;O
;;;;
4789;Tôi bị mất thẻ, tôi muốn khóa thẻ;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thẻ,;O;O;O;O
tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
;;;;
4790;cần khoa the ngay lap tuc;;;
[INTENT];cards_lock;O;O;O
cần;O;O;O;O
khoa;O;O;O;O
the;O;O;O;O
ngay;O;O;O;O
lap;O;O;O;O
tuc;O;O;O;O
;;;;
4791;Vào đâu trên ebank để khóa thẻ visa debit hả bạn?;;;
[INTENT];cards_lock;O;O;O
Vào;O;O;O;O
đâu;O;O;O;O
trên;O;O;O;O
ebank;O;O;O;O
để;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
debit;O;O;O;O
hả;O;O;O;O
bạn?;O;O;O;O
;;;;
4792;Mất thẻ rồi làm gì;;;
[INTENT];cards_lock;O;O;O
Mất;O;O;O;O
thẻ;O;O;O;O
rồi;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
;;;;
4793;Thẻ anh bị nuốt thì có bị mất tiền trong tài khoản không;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
anh;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
tiền;O;O;O;O
trong;O;O;O;O
tài;O;O;O;O
khoản;O;O;O;O
không;O;O;O;O
;;;;
4794;Em ơi chị muốn khóa thẻ ghi nợ visa thì em dạy chị với;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
ơi;O;O;O;O
chị;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
thì;O;O;O;O
em;O;O;O;O
dạy;O;O;O;O
chị;O;O;O;O
với;O;O;O;O
;;;;
4795;M muốn khóa thẻ visa;;;
[INTENT];cards_lock;O;O;O
M;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
visa;O;O;O;O
;;;;
4796;thẻ bị mất thì sao nhỉ;;;
[INTENT];cards_lock;O;O;O
thẻ;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
thì;O;O;O;O
sao;O;O;O;O
nhỉ;O;O;O;O
;;;;
4797;Anh rút tiền tại trụ ATM mà quên lấy thẻ nên bị nuốt, giờ phải làm sao;;;
[INTENT];cards_lock;O;O;O
Anh;O;O;O;O
rút;O;O;O;O
tiền;O;O;O;O
tại;O;O;O;O
trụ;O;O;O;O
ATM;O;O;O;O
mà;O;O;O;O
quên;O;O;O;O
lấy;O;O;O;O
thẻ;O;O;O;O
nên;O;O;O;O
bị;O;O;O;O
nuốt,;O;O;O;O
giờ;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
4798;Tôi có phát sinh giao dịch lạ cần khóa thẻ lại;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
có;O;O;O;O
phát;O;O;O;O
sinh;O;O;O;O
giao;O;O;O;O
dịch;O;O;O;O
lạ;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
lại;O;O;O;O
;;;;
4799;Nếu c muốn khóa thẻ ghi nợ visa thì có cần phải ra VCB k e?;;;
[INTENT];cards_lock;O;O;O
Nếu;O;O;O;O
c;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
visa;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
cần;O;O;O;O
phải;O;O;O;O
ra;O;O;O;O
VCB;O;O;O;O
k;O;O;O;O
e?;O;O;O;O
;;;;
4800;Tôi cần khóa thẻ tạm thời;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
cần;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
tạm;O;O;O;O
thời;O;O;O;O
;;;;
4801;Chị bị mất ví trong đó có thẻ, em khoá thẻ giúp chị;;;
[INTENT];cards_lock;O;O;O
Chị;O;O;O;O
bị;O;O;O;O
mất;O;O;O;O
ví;O;O;O;O
trong;O;O;O;O
đó;O;O;O;O
có;O;O;O;O
thẻ,;O;O;O;O
em;O;O;O;O
khoá;O;O;O;O
thẻ;O;O;O;O
giúp;O;O;O;O
chị;O;O;O;O
;;;;
4802;Thẻ của tôi vẫn nằm trong máy chưa trả ra thì phải chờ trong thời gian bao lâu;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
của;O;O;O;O
tôi;O;O;O;O
vẫn;O;O;O;O
nằm;O;O;O;O
trong;O;O;O;O
máy;O;O;O;O
chưa;O;O;O;O
trả;O;O;O;O
ra;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
chờ;O;O;O;O
trong;O;O;O;O
thời;O;O;O;O
gian;O;O;O;O
bao;O;O;O;O
lâu;O;O;O;O
;;;;
4803;Khoá thẻ tín dụng có phức tạp không bạn?;;;
[INTENT];cards_lock;O;O;O
Khoá;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
có;O;O;O;O
phức;O;O;O;O
tạp;O;O;O;O
không;O;O;O;O
bạn?;O;O;O;O
;;;;
4804;M muốn khóa thẻ ghi nợ thì có làm đc ngay k b?;;;
[INTENT];cards_lock;O;O;O
M;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
ghi;O;O;O;O
nợ;O;O;O;O
thì;O;O;O;O
có;O;O;O;O
làm;O;O;O;O
đc;O;O;O;O
ngay;O;O;O;O
k;O;O;O;O
b?;O;O;O;O
;;;;
4805;Thẻ tôi bị nuốt/không nhè thẻ/bị giữ lại/ăn thẻ tại ATM Vietcombank, phải làm gì để nhận lại thẻ;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
tôi;O;O;O;O
bị;O;O;O;O
nuốt/không;O;O;O;O
nhè;O;O;O;O
thẻ/bị;O;O;O;O
giữ;O;O;O;O
lại/ăn;O;O;O;O
thẻ;O;O;O;O
tại;O;O;O;O
ATM;O;O;O;O
Vietcombank,;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
gì;O;O;O;O
để;O;O;O;O
nhận;O;O;O;O
lại;O;O;O;O
thẻ;O;O;O;O
;;;;
4806;Tôi bị nuốt thẻ trên máy ATM ngân hàng khác thì phải làm sao;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
thẻ;O;O;O;O
trên;O;O;O;O
máy;O;O;O;O
ATM;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
khác;O;O;O;O
thì;O;O;O;O
phải;O;O;O;O
làm;O;O;O;O
sao;O;O;O;O
;;;;
4807;Khóa tài khoản thẻ tín dụng của ngân hàng VCB;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
tài;O;O;O;O
khoản;O;O;O;O
thẻ;O;O;O;O
tín;O;O;O;O
dụng;O;O;O;O
của;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
VCB;O;O;O;O
;;;;
4808;Khóa thẻ qua tổng đài tự động như thế nào;;;
[INTENT];cards_lock;O;O;O
Khóa;O;O;O;O
thẻ;O;O;O;O
qua;O;O;O;O
tổng;O;O;O;O
đài;O;O;O;O
tự;O;O;O;O
động;O;O;O;O
như;O;O;O;O
thế;O;O;O;O
nào;O;O;O;O
;;;;
4809;Tôi muốn khóa thẻ vì thẻ bị nuốt tại ATM;;;
[INTENT];cards_lock;O;O;O
Tôi;O;O;O;O
muốn;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
vì;O;O;O;O
thẻ;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
tại;O;O;O;O
ATM;O;O;O;O
;;;;
4810;Thẻ VCB của tôi bị nuốt thẻ tại máy ATM ID 05100004, tôi qua đâu để nhận lại thẻ?;;;
[INTENT];cards_lock;O;O;O
Thẻ;O;O;O;O
VCB;O;O;O;O
của;O;O;O;O
tôi;O;O;O;O
bị;O;O;O;O
nuốt;O;O;O;O
thẻ;O;O;O;O
tại;O;O;O;O
máy;O;O;O;O
ATM;O;O;O;O
ID;O;O;O;O
05100004,;O;O;O;O
tôi;O;O;O;O
qua;O;O;O;O
đâu;O;O;O;O
để;O;O;O;O
nhận;O;O;O;O
lại;O;O;O;O
thẻ?;O;O;O;O
;;;;
4811;Ứng dụng ngân hàng điện tử có hỗ trợ khóa thẻ debit đc ko?;;;
[INTENT];cards_lock;O;O;O
Ứng;O;O;O;O
dụng;O;O;O;O
ngân;O;O;O;O
hàng;O;O;O;O
điện;O;O;O;O
tử;O;O;O;O
có;O;O;O;O
hỗ;O;O;O;O
trợ;O;O;O;O
khóa;O;O;O;O
thẻ;O;O;O;O
debit;O;O;O;O
đc;O;O;O;O
ko?;O;O;O;O
;;;;
4812;Em oi tren app khoa the ghi no visa o muc nao the em?;;;
[INTENT];cards_lock;O;O;O
Em;O;O;O;O
oi;O;O;O;O
tren;O;O;O;O
app;O;O;O;O
khoa;O;O;O;O
the;O;O;O;O
ghi;O;O;O;O
no;O;O;O;O
visa;O;O;O;O
o;O;O;O;O
muc;O;O;O;O
nao;O;O;O;O
the;O;O;O;O
